Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3CT73MJJGC7C8JJGW3C77S7SSH346W,2021-08-15 20:39:24 -0700,2021-08-16 01:31:59 -0700,AssignmentPayment,,A2WWYVKGZZXBOB,-1.500,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3JAOYWH7VJ5183IZWZLSMU9SH9BL9Y
32Q9FX2OVR3KBJPIF4CPBNEJLX5ZR8,2021-08-15 20:39:24 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3JAOYWH7VJ5183IZWZLSMU9SH9BL9Y
3O3XYW91VKDRLMDU2G6M0D244PIC20,2021-08-15 20:39:24 -0700,2021-08-16 02:47:13 -0700,AssignmentPayment,,A2F1AA15HG0FRU,-1.500,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3HPZF4IVNNUN60W1RYK9ISCWWBWYC2
3NXYAU780SAGCBRK323PBJGAA747N1,2021-08-15 20:39:24 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3WPCIUYH1B9Z7M5RRLNJ5X6CG77TDI,3HPZF4IVNNUN60W1RYK9ISCWWBWYC2
3HECG0QXV688BHLOOGARPTWMM4I2BJ,2021-08-15 20:41:12 -0700,2021-08-16 01:43:29 -0700,AssignmentPayment,,A20GYHACI7W7LY,-1.500,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3AMYWKA6YCNMW5JYBKY8U1MKMD8O67
3OF24VD6YCR0EK6PDGYA116P5CMXWC,2021-08-15 20:41:12 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3AMYWKA6YCNMW5JYBKY8U1MKMD8O67
3DOFUFD19PW1QEJ82C1XKJKMPPU2DQ,2021-08-15 20:41:12 -0700,2021-08-15 23:20:22 -0700,AssignmentPayment,,A37EUJ2M9I0VLE,-1.500,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3OCHAWUVGPLGPTIFEFF5NXIVZCXXKQ
3CF5P7QMDPJ43P1PSHGYMYR5GKMXYB,2021-08-15 20:41:12 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3OCHAWUVGPLGPTIFEFF5NXIVZCXXKQ
31V2NJMXNJWHVHHD3GFA8X3KA604SI,2021-08-15 20:41:12 -0700,2021-08-16 02:05:58 -0700,AssignmentPayment,,A25DDYVEO4GFDQ,-1.500,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3GM6G9ZBKOY4Y09YUHROD7PTBMDTMJ
3SF6LZ19IOVT8O0NT94D0ZUTOPW0DC,2021-08-15 20:41:12 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3GM6G9ZBKOY4Y09YUHROD7PTBMDTMJ
3ZQFW562CD5PTK4ZXH2NX4ND0F19J3,2021-08-15 20:41:12 -0700,2021-08-16 01:01:23 -0700,AssignmentPayment,,ALJ70B2J04YR7,-1.500,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3FTOP5WARGPDHJ6MTIQMD4V7AGD0J0
3K75PJI5OJVF3Z3VX49WEQWESKE54P,2021-08-15 20:41:12 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3FTOP5WARGPDHJ6MTIQMD4V7AGD0J0
357OOHGCVFM2ZJB6ILHFVZUOQY7IFS,2021-08-15 20:41:12 -0700,2021-08-15 23:45:24 -0700,AssignmentPayment,,A2FOOVSLFQWZX0,-1.500,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3RU7GD8VPPU943TWXXEQK6N2E71SPE
3DX2431NN75Y0UENP4FX6HCEO1XE0J,2021-08-15 20:41:12 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3LXX8KJXPXA7R4N2JOWIPRHZQEBO9A,3RU7GD8VPPU943TWXXEQK6N2E71SPE
3I0KBR2CMK8MB0H6XRVU0EPW0CUWWA,2021-08-15 20:43:41 -0700,2021-08-15 23:51:44 -0700,AssignmentPayment,,A2FDLK891NYWLV,-1.500,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3WQQ9FUS6BVPHPDD0UQK8VICL8UB8P
3DGYMHCKJV3ALDP1O76N1QFAB97SHZ,2021-08-15 20:43:41 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3WQQ9FUS6BVPHPDD0UQK8VICL8UB8P
3GTJSA5AIDLHM761V1DH9H39J4DCYH,2021-08-15 20:43:41 -0700,2021-08-16 02:35:48 -0700,AssignmentPayment,,A2FGP5K2VWW23G,-1.500,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3A1PQ49WVIIHX2WE11R1FWY22FT1HB
3DGFXKKDDM7OTZ5IY933WCVOC758JL,2021-08-15 20:43:41 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3A1PQ49WVIIHX2WE11R1FWY22FT1HB
30P6MK0AJCKAIM8TYRLSF5IX54IJNC,2021-08-15 20:43:41 -0700,2021-08-15 23:23:07 -0700,AssignmentPayment,,A289D98Z4GAZ28,-1.500,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3B837J3LDPXUGG9BAPIFP1NHFOESRT
3UFSV8HN05V8OXJMFJCIHE3WJ0OF8P,2021-08-15 20:43:41 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3B837J3LDPXUGG9BAPIFP1NHFOESRT
3SI6DV2GLWPUU4GUNPXJ1VR7SRAD0H,2021-08-15 20:43:42 -0700,2021-08-16 00:12:25 -0700,AssignmentPayment,,A2MOKIEQZ0OF2M,-1.500,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3DY4FPOOA2PA88QF4KNK0O7OESXVRQ
3W48CHIXRIYUOPTI1UFGCR8GGWA8LN,2021-08-15 20:43:42 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3DY4FPOOA2PA88QF4KNK0O7OESXVRQ
36XB68KHZHJ8HDJWV1GJOAI3OF4JBN,2021-08-15 20:43:42 -0700,2021-08-16 00:13:34 -0700,AssignmentPayment,,A34U4186EW0B9X,-1.500,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3U4J9857OFCLHB8UQPYEUVMHAOOB72
32TUUPV1JGSR8KF8IB8IDCLIP6CEWL,2021-08-15 20:43:42 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,3SBX2M1TKEO9FAU6H6SVXO1JJN9Q4I,3U4J9857OFCLHB8UQPYEUVMHAOOB72
3K2UGDCNDHF3SXPEDMGVPPIG344KBN,2021-08-15 20:45:10 -0700,2021-08-16 01:56:46 -0700,AssignmentPayment,,A1MT1ZJR1CK533,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,3ZAK8W07I5FMVZHG5HU0K64IRVOU01
3KPDYP962QXJEYF4DMSOVU6I17RFW4,2021-08-15 20:45:10 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,3ZAK8W07I5FMVZHG5HU0K64IRVOU01
3T93YAJD0B1PRY3CXQLX75KCPL1X4I,2021-08-15 20:45:11 -0700,2021-08-16 01:17:26 -0700,AssignmentPayment,,A25LYN8G21HJ6I,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,304SM51WA45709SMESWPPMIDX21BSP
3QVR1NU3H7R2YUNP7KESAZH1X0HSP4,2021-08-15 20:45:11 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,304SM51WA45709SMESWPPMIDX21BSP
3E4VTFYOHGFBAQB54K56TVBVITM7YJ,2021-08-15 20:45:11 -0700,2021-08-16 00:23:25 -0700,AssignmentPayment,,A2AKJ3UD69QC5K,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,3YGXWBAF71I78TIH2RW2238P1714CL
3JP9JIVPER02S2ZCMS875VNDWLD3JO,2021-08-15 20:45:11 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,3YGXWBAF71I78TIH2RW2238P1714CL
31A8EBQQH9QTLUVOVWWYMKTBMSKDE3,2021-08-15 20:45:11 -0700,2021-08-16 02:16:58 -0700,AssignmentPayment,,AZOPG1HK86PCF,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,3M81GAB8A1KVNTD9MO7KUM3CFEGBQ0
3Y82DR129JTETEAMGV6PK6JEV5I8Z6,2021-08-15 20:45:11 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,3M81GAB8A1KVNTD9MO7KUM3CFEGBQ0
36UTK6F2U5003IKUGYW8AZWHYMQS1T,2021-08-15 20:45:11 -0700,2021-08-16 02:36:06 -0700,AssignmentPayment,,A20N1NK5X5S88F,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,3DI28L7YXBF5DS5CB0JVUT1PA19E1K
32K41RBNQVSZXEY7785EU1D05WZNMS,2021-08-15 20:45:11 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,3DI28L7YXBF5DS5CB0JVUT1PA19E1K
3C3A4H0QNC7WDLY932ARYSBEW64S3L,2021-08-15 20:45:11 -0700,2021-08-16 01:21:02 -0700,AssignmentPayment,,A3AFSO30171MWZ,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,3SB4CE2TJWWADG9T2O2GTJFZUZIXAO
3HH2L57EWQINXHJJKOKRM5250WENO7,2021-08-15 20:45:11 -0700,2021-08-15 23:25:11 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,3SB4CE2TJWWADG9T2O2GTJFZUZIXAO
3QDGNY2TXQ8OU90GIP51VUXEMCJFZY,2021-08-15 23:28:53 -0700,2021-08-16 06:24:53 -0700,AssignmentPayment,,A38OPVI04AH4JG,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,33PPO7FECWGBLSNANCTHGA0QRQWIDY
3KZUOHBGA9L26H97J6NPOTL2Z20BKW,2021-08-15 23:28:54 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,33PPO7FECWGBLSNANCTHGA0QRQWIDY
3LE8QE1K2H2BD6DIFV0T6EQCG37NXG,2021-08-15 23:28:53 -0700,2021-08-16 07:22:23 -0700,AssignmentPayment,,A18IBIG55GUNMH,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3GFK2QRXXAIYIASMXNFDJPL6TKRW56
3O5BYXIV5O4HI5HV7VFU91P2F3KJIE,2021-08-15 23:28:53 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3GFK2QRXXAIYIASMXNFDJPL6TKRW56
3I8AF5R9OPVHR3LKLIWO8P7ACCOQWD,2021-08-15 23:28:53 -0700,2021-08-16 07:12:27 -0700,AssignmentPayment,,A2WV4ZZCI7982H,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3NS0A6KXC590S2MBP6IBMQ6D0VEZGM
3M3V0HKAN9S7NICW4AA1PHG4JK0MHS,2021-08-15 23:28:53 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3NS0A6KXC590S2MBP6IBMQ6D0VEZGM
3OLN84USECPQ5VMB8EF1ZIJEHF9ZWG,2021-08-15 23:28:53 -0700,2021-08-16 08:27:57 -0700,AssignmentPayment,,A19VDBNACNJNI8,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,30ZX6P7VF9WKDT9085U0WSOM7EX2JM
3F6ZUNXNG8VQD565I2BSCDZHADCVHI,2021-08-15 23:28:53 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,30ZX6P7VF9WKDT9085U0WSOM7EX2JM
3CMMLRUDS16ZTZFCF3C3LIS2XWS1EE,2021-08-15 23:28:53 -0700,2021-08-16 08:46:07 -0700,AssignmentPayment,,A1FR4S8V4MNRVM,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,36U2A8VAG205PY8PJB176BP41K5KY1
3OING8TLB4VPJF64EYMVYMM0DCVWZJ,2021-08-15 23:28:53 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,36U2A8VAG205PY8PJB176BP41K5KY1
3B9GK01O76I5VOSI3ULTTZ1CBDXXMQ,2021-08-15 23:28:54 -0700,2021-08-16 08:53:02 -0700,AssignmentPayment,,AS1ZGA84IM7JD,-1.500,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3KYQYYSHYW8LHEYDL76M07WC3ZYOD2
300KAMH4M3DE7OW40YP1KIM2ZP0T7Y,2021-08-15 23:28:54 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3HXCEECSQNUYR99HT9ZF46HUJRZZYC,3KYQYYSHYW8LHEYDL76M07WC3ZYOD2
3OFPNBYSVMYBOZQ5AEJ0MV4RDY6G76,2021-08-15 23:32:07 -0700,2021-08-16 07:40:02 -0700,AssignmentPayment,,A2B7E98DMHEZIC,-1.500,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3XLBSAQ9Z5DHZ9BAW3EHGDTK1SW7ZS
3Z5C7FN42M20U0MFOFWRFFCCGWDBSD,2021-08-15 23:32:07 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3XLBSAQ9Z5DHZ9BAW3EHGDTK1SW7ZS
3C8WU78V91LF2IEYPBHK0RVX8OUG9I,2021-08-15 23:32:08 -0700,2021-08-16 08:58:11 -0700,AssignmentPayment,,A2JY7CBNSSJ3P,-1.500,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3R0T90IZ1TDNK9B1XSY3BS5SRDUCG2
3QB7X3N7NYFG9DEJDKRRUGU01TYBUT,2021-08-15 23:32:08 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3R0T90IZ1TDNK9B1XSY3BS5SRDUCG2
3JFS4AMAW5ZYQBTVNVVGRXQNWOXGBS,2021-08-15 23:32:08 -0700,2021-08-16 06:31:23 -0700,AssignmentPayment,,A2S1CTTMLZIMVV,-1.500,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3ZDAD0O1T2EFSC828OTXOO5RIPOXTW
3L1VX68J0EUT1H3O8K6SC4FXM99BWS,2021-08-15 23:32:08 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3ZDAD0O1T2EFSC828OTXOO5RIPOXTW
346I6N36JM5S583XSM3B4JWI1WU4HA,2021-08-15 23:32:08 -0700,2021-08-16 05:21:10 -0700,AssignmentPayment,,A2WHM23M5NAM4W,-1.500,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3VAR3R6G1Q290J2M4ZV6EFIBS8YO8T
3PB9K7OYFNB65E27WKKW4G3PRYI02E,2021-08-15 23:32:08 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,3ZICQFRS32JYWZJMPV1YIDQWPL3ZZ3,3VAR3R6G1Q290J2M4ZV6EFIBS8YO8T
3I3A5TNXYH2O3S5BSXHCANH8BMPGFA,2021-08-15 23:34:14 -0700,2021-08-16 06:13:07 -0700,AssignmentPayment,,A16K7X677N4WN6,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,33TIN5LC05BL82PYFEAIG2BOQOFY93
33UOPGX94JCJ3WU9TD92GTCB3PUC0Y,2021-08-15 23:34:14 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,33TIN5LC05BL82PYFEAIG2BOQOFY93
3LAS0SNM18ZJ9PLE7F8KFLI2KWXR6E,2021-08-15 23:34:14 -0700,2021-08-16 07:33:32 -0700,AssignmentPayment,,A16XDO6MW9ZKMI,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3HYA4D452SK48RN4PF3FHUWUE8IF20
3JWK6TXJ9LJKCCQZ0FMV3LIA6TYMRP,2021-08-15 23:34:14 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3HYA4D452SK48RN4PF3FHUWUE8IF20
37CEKUH1AYTOVEZZ5QS36K8B7TC0RN,2021-08-15 23:34:14 -0700,2021-08-16 06:36:00 -0700,AssignmentPayment,,A1NWF3QZPGU3Z5,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,333U7HK6IAG7G37G5UEHSBFQ45MDJ6
3SQGF2RN0SZCBMVUMK2NNOLF4U9WCK,2021-08-15 23:34:14 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,333U7HK6IAG7G37G5UEHSBFQ45MDJ6
3KNR7XUJM85KF4P8VKYO93TEN834NJ,2021-08-15 23:34:14 -0700,2021-08-16 08:17:34 -0700,AssignmentPayment,,A2PZAY5DMMRUO0,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3ZSY5X72NYCFIOHI38165WDGI0NRO9
33R7QSF8LIPHRT4WC1TXE7GSDYA08H,2021-08-15 23:34:14 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3ZSY5X72NYCFIOHI38165WDGI0NRO9
33UKKB63WO50290I7WDO0TQY3VH10R,2021-08-15 23:34:15 -0700,2021-08-16 08:55:20 -0700,AssignmentPayment,,AF5X0GS83NA5P,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,39U1BHVTDMS3CE1OOZM9H8GNBUNT3S
3METFYAGT305EQP0ZXVMQ7B2Y3MWLZ,2021-08-15 23:34:15 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,39U1BHVTDMS3CE1OOZM9H8GNBUNT3S
3X0OAUF5FHDGIVCY53R8P0E5JKM1UV,2021-08-15 23:34:15 -0700,2021-08-16 08:55:42 -0700,AssignmentPayment,,AYZEM0JFL4BJI,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3WJ1OXY92BHKYF8LUGQODKY63RV8AF
3Q7VJPL7HQAY3YKUNROAXDKPA97XFP,2021-08-15 23:34:15 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3WJ1OXY92BHKYF8LUGQODKY63RV8AF
3BJ36ZR7SKIPKQW002J377H7SBZ7IQ,2021-08-15 23:34:15 -0700,2021-08-16 05:27:27 -0700,AssignmentPayment,,A32N01XOZXBSZV,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3WYP994K18SYQJN0H776WSKM0N7Y6S
3EV2LT3RHGWR7OXNJ7GKPO6O0O233N,2021-08-15 23:34:15 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3WYP994K18SYQJN0H776WSKM0N7Y6S
3QA9KECZ2B3YMXNCNHM1RRW92VXGTI,2021-08-15 23:36:38 -0700,2021-08-16 07:59:28 -0700,AssignmentPayment,,A20X6V1AAXZGNZ,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3MB8LZR5BGULPZ1Q0WCHC3N8S3NKLR
3CMQQWLJ0WDIUM931K8H1IEFXQ4CEK,2021-08-15 23:36:38 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3MB8LZR5BGULPZ1Q0WCHC3N8S3NKLR
3NS7XPSSF3BMIOATBE8OW6ZPNAOOBN,2021-08-15 23:36:38 -0700,2021-08-16 05:48:49 -0700,AssignmentPayment,,A248QG4DPULP46,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3L4PIM1GQUHRC2LK9VA47NBIWALRYJ
33Q001CWF79ZJ010WCJ9ASYAUEIJWL,2021-08-15 23:36:38 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3L4PIM1GQUHRC2LK9VA47NBIWALRYJ
33L3VP70KWOXN9YHXBKFJKNR9B54V0,2021-08-15 23:36:38 -0700,2021-08-16 06:42:34 -0700,AssignmentPayment,,A222GZB608T1B8,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3WLEIWSYHPIOMNEAK5RFKF87UMT2HH
3RCP8HKBGM2WK8AEVZ5L6KXQ1HN0GX,2021-08-15 23:36:38 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3WLEIWSYHPIOMNEAK5RFKF87UMT2HH
3VE4800WPN8UTHR0UJ8HQA5IM6M7UY,2021-08-15 23:36:38 -0700,2021-08-16 05:56:58 -0700,AssignmentPayment,,A3QOMMIZTW0XF1,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,30OG32W0SVC8RZC1GNHTR0ESD1RNEC
30OMH6SZ1AOMN0DG32HMQXVL3E73FW,2021-08-15 23:36:38 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,30OG32W0SVC8RZC1GNHTR0ESD1RNEC
3CM9J44PK3KH4ZZXEOLI0SFAB2X8E4,2021-08-15 23:36:39 -0700,2021-08-16 08:00:43 -0700,AssignmentPayment,,AXPZAP62ZYWP8,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,37FMASSAYDSI6VPQ9G2BLKCQO5KIBR
34HWZPCEAOMSSH4G4EBTTPB3FJ03ZJ,2021-08-15 23:36:39 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,37FMASSAYDSI6VPQ9G2BLKCQO5KIBR
3Q4S83L823N7LLG5PJNI8YQF7MX7WX,2021-08-15 23:36:39 -0700,2021-08-16 07:42:21 -0700,AssignmentPayment,,A6210XH3H6I9H,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3TU5ZICBRE2CLVF2JCNA3KDB79NQ8A
3FBQVPGSG7M61W4MYS5MTI7YJTK3HU,2021-08-15 23:36:39 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,3TU5ZICBRE2CLVF2JCNA3KDB79NQ8A
3L5W8Y241RXKKQIHKD0WQ0AJKTMAQN,2021-08-15 23:46:51 -0700,2021-08-16 05:58:30 -0700,AssignmentPayment,,A8GT8ZT5D5YCB,-1.500,337F8MIIM0ELRHP708YGIIA16JC04V,3ON104KXQLXGMROMJIW3EXFSTNFW4I
3A3HNIKQVFDV72OIH2TOEAGKY7H6BN,2021-08-15 23:46:51 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,337F8MIIM0ELRHP708YGIIA16JC04V,3ON104KXQLXGMROMJIW3EXFSTNFW4I
3A57YIT9BQO0U5U560DHMHVCDSDGPE,2021-08-15 23:48:06 -0700,2021-08-16 07:26:05 -0700,AssignmentPayment,,A33YP3TX7XS3LJ,-1.500,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,30X31N5D64R2HZNU8EWTUBY7FOSASD
3VN28V2IDU1F49SRLF6V5ZOOCB7CAQ,2021-08-15 23:48:06 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,36D1BWBEHO28RHHRLZ2QN0KGP8N2MI,30X31N5D64R2HZNU8EWTUBY7FOSASD
3NPA3R7ZIJH6OGVG5SI9PIOORDSJE0,2021-08-15 23:53:53 -0700,2021-08-16 06:10:00 -0700,AssignmentPayment,,A1SISJL5ST2PWH,-1.500,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3G0WWMR1UWLXO226PECTLH36W76NQL
38EXR2NHB89V2FKDTYSPCGF068REZM,2021-08-15 23:53:53 -0700,2021-08-16 07:41:07 -0700,FeePayment,,Mechanical Turk,-0.300,39KMGHJ4R0B4ST76H7BE6FKOP7200L,3G0WWMR1UWLXO226PECTLH36W76NQL
3J0DBZNN2RVCNNQNXC1J13V3IDY5LV,2021-08-16 19:02:32 -0700,2021-08-17 00:18:21 -0700,AssignmentPayment,,AR4ZBMAHF0ZE,-1.500,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3SNLUL3WO5OZSV62UAGJIQW6UY6LUI
3HPY8DBHKQHUU46QF50Z8Y3BCZQ167,2021-08-16 19:02:32 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3SNLUL3WO5OZSV62UAGJIQW6UY6LUI
357OOHGCVFM2ZJB6ILHFVZUOQ3IIFD,2021-08-16 19:02:32 -0700,2021-08-16 23:51:22 -0700,AssignmentPayment,,A3UA9X9WYDDAY3,-1.500,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3M0BCWMB8WX07Q9VYX6QMBLY3K3BWK
3DX2431NN75Y0UENP4FX6HCEO58E02,2021-08-16 19:02:32 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3M0BCWMB8WX07Q9VYX6QMBLY3K3BWK
3BS9ALJMS245WRQOWRYWK9N5KDUKPT,2021-08-16 19:02:32 -0700,2021-08-17 01:46:45 -0700,AssignmentPayment,,A1MF8IRLW6YRF7,-1.500,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3R6P78PK7LC46QDCJETT025WF3DTGT
3J53RWPKPXRSLL8WN12EVQ93A7ZGAC,2021-08-16 19:02:32 -0700,2021-08-17 02:41:30 -0700,FeePayment,,Mechanical Turk,-0.300,36AZSFEYZ51L5HBWIKWSBP6XA8OVB8,3R6P78PK7LC46QDCJETT025WF3DTGT
